temperature_2m,relativehumidity_2m,apparent_temperature,surface_pressure,snowfall,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed_10m,winddirection_10m,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm
m,h,m,l,n,m,l,m,l,h,h,m,m,h
m,h,m,l,n,m,l,m,l,h,h,m,m,h
m,h,m,l,n,m,l,m,l,h,l,m,m,h
m,h,m,m,n,m,l,m,l,h,h,m,m,h
m,h,m,m,n,m,m,m,m,h,h,m,m,h
m,h,m,m,n,m,m,m,m,h,h,m,m,h
m,h,m,m,n,m,m,m,m,h,h,m,m,h
m,h,m,l,n,m,m,m,m,h,h,m,m,h
m,h,m,l,n,m,l,m,l,h,h,m,m,h
m,h,m,l,n,m,l,m,l,h,l,m,m,h
m,h,m,l,n,m,m,m,m,h,h,m,m,h
m,h,m,m,n,m,m,m,m,h,h,m,m,h
m,h,m,m,n,m,m,h,m,h,h,m,m,h
m,h,m,m,n,m,m,m,m,h,h,m,m,h
m,h,m,l,n,m,l,m,l,h,h,m,m,h
m,h,m,l,n,m,m,m,l,h,l,m,m,h
m,h,m,m,n,h,m,h,m,h,h,h,m,h
m,h,m,l,n,m,m,h,m,h,h,m,m,h
m,h,m,l,n,m,l,m,l,h,h,m,m,h
m,h,m,m,n,m,m,h,m,h,h,m,m,h
m,h,m,m,n,m,m,h,m,h,h,m,m,h
m,h,m,l,n,m,m,h,m,h,h,m,m,h
m,h,m,l,n,h,h,h,m,h,l,h,m,h
m,h,m,l,n,m,m,h,m,h,h,h,m,h
m,h,m,m,n,m,m,h,m,h,h,m,m,m
m,h,m,l,n,m,m,h,m,h,h,m,m,h
m,m,m,m,n,h,h,h,m,h,h,h,m,h
m,h,m,m,n,m,m,h,m,h,h,m,m,h
m,m,m,m,n,h,h,h,h,h,h,h,m,h
m,m,m,m,n,h,h,h,m,h,h,h,m,h
m,h,m,l,n,h,m,h,m,h,h,h,m,h
m,h,m,m,n,h,h,h,m,h,h,h,m,h
m,m,m,l,n,h,h,h,m,h,h,h,m,h
m,m,m,m,n,h,h,h,m,h,h,h,m,m
m,m,m,m,n,h,h,h,h,h,h,h,m,h
m,m,m,l,n,h,h,h,h,h,h,h,m,h
h,m,h,m,n,h,h,h,h,h,h,h,m,m
m,h,m,m,n,h,h,h,m,h,l,h,m,h
m,m,m,l,n,h,m,h,m,h,h,h,m,h
h,l,h,m,n,h,h,h,h,h,h,h,m,m
m,m,m,m,n,h,h,h,h,h,h,h,m,h
h,m,m,l,n,h,h,h,h,h,h,h,m,h
m,m,m,m,n,h,h,h,m,h,l,h,m,h
m,m,m,l,n,h,h,h,m,h,h,h,m,h
h,m,h,m,n,h,h,h,h,h,h,h,m,m
h,l,h,m,n,h,h,h,h,h,h,h,m,m
h,l,h,m,n,h,h,h,m,h,h,h,m,m
h,m,m,l,n,h,h,h,h,h,h,h,m,h
m,m,m,l,n,h,h,h,m,h,h,h,m,h
m,m,m,m,n,h,h,h,m,h,l,h,m,h
h,m,h,m,n,h,h,h,h,h,h,h,m,h
h,l,h,m,n,h,h,h,h,h,h,h,h,m
m,m,m,m,n,h,h,h,m,h,l,h,m,h
h,m,h,m,n,h,h,h,h,h,h,h,m,h
h,m,m,l,n,h,h,h,m,h,h,h,m,h
h,l,h,m,n,h,m,h,m,h,h,h,m,m
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,m,h,l,n,h,h,h,m,h,h,h,m,h
h,m,m,m,n,h,h,h,h,h,h,h,m,h
h,l,h,m,n,h,h,h,m,h,h,h,h,m
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,m,m,l,n,m,m,h,m,h,h,h,m,h
m,m,m,m,n,h,h,h,h,m,l,h,m,h
h,l,h,l,n,h,h,h,h,h,h,h,m,h
h,m,h,m,n,h,h,h,h,m,l,h,h,m
m,m,m,m,n,h,h,h,h,m,l,h,m,h
h,m,m,l,n,h,h,h,m,h,h,h,m,h
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,h,h,h,h,h
h,m,h,m,n,h,h,h,m,h,l,h,m,h
h,m,m,m,n,h,h,m,h,m,h,h,m,h
h,m,h,m,n,h,h,m,h,m,h,h,h,m
h,m,m,l,n,h,h,h,h,h,h,h,m,h
h,m,h,l,n,h,h,h,h,m,h,h,h,h
h,l,h,m,n,h,h,h,h,h,h,h,h,m
m,m,m,m,n,h,h,h,h,l,h,h,m,h
h,m,h,l,n,m,h,m,h,m,h,h,m,h
h,m,m,l,n,h,h,m,h,m,h,h,m,h
h,m,h,m,n,h,h,m,h,l,h,h,h,m
m,m,m,m,n,h,h,m,h,l,h,h,m,h
h,m,h,m,n,m,h,m,h,m,h,h,h,m
m,m,m,m,n,m,m,m,h,l,h,m,m,h
h,m,h,m,n,m,m,m,h,m,h,m,m,m
m,m,m,m,n,m,m,m,h,l,h,m,m,h
m,m,h,m,n,m,m,m,h,l,m,m,m,m
m,m,h,l,n,m,m,m,h,l,h,m,m,h
m,m,m,m,n,m,m,m,h,l,h,m,m,h
m,m,m,l,n,m,m,m,h,m,h,m,m,h
m,m,m,l,n,m,m,m,m,m,h,m,m,h
m,m,m,m,n,m,m,m,m,m,m,m,m,h
m,m,m,m,n,m,m,m,m,m,h,m,m,h
m,m,m,m,n,m,m,m,m,m,h,m,m,m
m,m,m,l,n,m,m,m,m,l,h,m,m,h
m,m,m,m,n,m,m,m,m,l,h,m,m,m
m,m,m,m,n,l,l,l,l,l,h,l,m,h
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,l,n,l,l,l,l,m,h,l,m,h
m,m,m,l,n,l,l,l,l,m,l,m,m,h
m,m,m,m,n,l,l,l,l,m,m,m,m,h
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,m,m,l,n,l,l,l,l,m,l,l,m,h
m,m,m,m,n,l,l,l,l,m,m,l,m,h
m,m,m,m,n,l,l,l,l,m,h,l,m,m
m,h,m,m,n,l,l,l,l,l,h,l,m,h
m,h,m,l,n,l,l,l,l,l,h,l,m,h
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,m,m,m,n,l,l,l,l,l,m,l,m,h
m,h,m,l,n,l,l,l,l,l,h,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,h
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,l,n,l,l,l,l,l,h,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,l,l,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,m,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,m,h,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,h
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,m,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,l,l,m,m
m,h,m,m,n,l,l,l,l,l,l,l,m,h
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,h
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,m,m,l,m,h
m,h,m,m,n,l,l,l,l,m,l,l,m,h
m,h,m,m,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,m,l,l,m,h
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,m,l,m,h
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,l,n,m,m,m,l,l,l,m,m,h
m,h,m,l,n,m,m,m,l,l,m,l,m,h
m,h,m,m,n,m,m,m,l,m,l,m,m,h
m,h,m,m,n,m,m,m,l,m,l,m,m,m
m,h,m,m,n,m,m,m,l,l,m,m,m,m
m,h,m,m,n,m,m,m,l,l,l,m,m,h
m,h,m,m,n,m,m,m,m,m,l,m,m,h
m,h,m,m,n,m,m,m,m,m,l,m,m,m
m,h,m,l,n,m,m,m,h,l,m,m,m,h
m,h,m,m,n,m,m,m,m,l,m,m,m,m
m,h,m,l,n,m,m,m,m,l,l,m,m,h
m,h,m,m,n,m,m,m,h,l,l,m,m,h
m,m,m,m,n,h,h,m,h,l,l,h,m,m
m,m,m,m,n,h,h,m,h,l,l,h,m,m
m,m,m,m,n,m,m,h,h,l,l,h,m,m
m,m,m,l,n,h,h,h,h,l,l,h,m,h
m,m,m,l,n,h,h,m,h,l,l,h,m,h
m,m,m,m,n,h,h,m,h,l,l,h,m,h
h,m,m,l,n,h,m,h,m,l,l,h,m,h
h,m,m,m,n,h,m,h,m,l,m,h,m,m
h,m,m,m,n,h,h,h,h,l,l,h,m,m
h,m,m,m,n,h,h,h,h,m,l,h,m,m
h,m,m,l,n,h,h,h,h,l,l,h,m,m
h,m,m,l,n,h,h,h,h,l,l,h,m,h
h,m,m,m,n,h,m,h,m,l,l,h,m,m
h,m,h,m,n,h,h,h,h,m,l,h,m,m
h,l,m,l,n,h,h,h,h,l,l,h,m,m
h,m,m,l,n,h,m,h,m,l,l,h,m,h
h,l,m,l,n,h,h,h,h,l,l,h,m,m
h,l,m,m,n,h,h,h,h,m,l,h,m,m
h,m,h,m,n,h,h,h,h,m,l,h,h,m
h,l,h,m,n,h,h,h,h,l,l,h,h,m
h,l,h,m,n,h,h,h,h,m,l,h,h,m
h,m,m,m,n,m,m,h,m,l,m,h,m,m
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,m,h,l,n,h,m,h,m,l,l,h,m,h
h,m,m,m,n,m,m,m,m,l,l,m,m,m
h,m,h,m,n,m,m,h,m,m,l,h,m,m
h,m,h,l,n,h,m,h,m,l,l,h,m,h
h,l,h,l,n,h,h,h,m,m,l,h,m,m
h,l,h,m,n,m,m,h,m,m,l,h,m,m
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,l,h,m,n,h,m,h,m,m,l,h,h,m
h,l,h,m,n,h,m,h,m,m,l,h,h,m
h,m,h,l,n,h,m,h,m,l,l,h,m,h
h,l,h,l,n,h,m,h,m,m,l,h,m,m
m,h,m,m,n,m,l,h,m,m,l,m,m,m
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,l,h,m,n,h,m,h,m,m,l,h,h,m
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,l,h,m,n,h,m,h,m,m,l,h,h,m
m,h,m,m,n,m,l,m,l,m,l,m,m,h
h,l,h,l,n,h,h,h,m,m,l,h,h,m
h,m,h,l,n,h,l,h,m,m,l,h,m,h
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,l,h,m,n,h,m,h,m,l,m,h,h,m
m,m,h,l,n,m,m,h,m,m,l,h,m,h
h,m,h,m,n,h,m,h,m,l,m,h,h,m
h,l,h,l,n,h,m,h,m,m,l,h,h,m
m,h,m,m,n,m,m,m,m,m,l,m,m,h
m,m,m,l,n,m,l,h,m,m,l,m,m,h
m,h,m,m,n,m,m,m,m,m,l,m,m,h
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,m,h,l,n,h,m,h,m,m,m,h,m,m
h,m,h,m,n,m,m,h,m,l,m,h,h,m
h,l,h,l,n,m,m,h,m,l,m,h,h,m
m,h,m,m,n,m,l,m,m,m,l,m,m,h
h,m,h,l,n,m,m,h,m,l,m,h,m,m
h,m,h,m,n,m,m,h,m,l,m,h,h,m
m,h,m,l,n,m,l,m,l,l,l,m,m,h
h,l,h,l,n,h,m,h,m,l,l,h,h,m
h,m,h,l,n,m,m,h,m,l,m,h,h,m
h,m,m,m,n,m,m,h,m,l,m,m,m,m
h,m,h,l,n,m,m,h,m,l,l,h,h,m
m,m,h,m,n,m,m,h,m,l,m,m,m,m
h,m,m,l,n,m,m,m,m,l,m,m,m,m
m,h,m,l,n,m,l,m,l,l,l,m,m,h
m,h,m,m,n,m,l,m,l,m,l,m,m,h
m,h,h,l,n,m,l,m,m,l,m,m,m,m
m,h,m,m,n,m,l,m,l,h,l,m,m,h
h,m,h,l,n,m,m,h,m,l,m,m,h,m
m,m,h,m,n,m,m,h,m,l,m,m,m,m
h,m,m,m,n,m,m,h,m,l,m,m,m,m
m,h,m,l,n,m,l,m,l,l,l,m,m,h
m,h,m,m,n,m,l,m,l,h,l,m,m,h
m,m,h,m,n,m,m,m,m,l,m,m,m,m
m,h,m,l,n,m,l,m,l,l,l,m,m,h
m,h,m,l,n,m,l,m,l,l,m,m,m,m
m,h,m,m,n,m,m,m,m,l,m,m,m,m
h,m,h,l,n,m,m,m,m,l,m,m,m,m
m,h,h,l,n,m,l,m,l,l,m,m,m,m
m,h,h,m,n,m,l,m,m,l,m,m,m,m
m,h,m,m,n,m,l,m,m,l,m,m,m,m
m,m,m,l,n,m,l,m,m,m,m,m,m,m
m,h,m,l,n,m,l,m,l,l,l,m,m,h
m,h,m,m,n,l,l,l,l,h,l,m,m,h
m,h,m,l,n,l,l,l,l,m,m,m,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,m,n,l,l,l,l,m,l,l,m,h
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,m,l,l,m,h
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,l,n,l,l,l,l,m,m,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,m,l,l,m,h
m,h,m,l,n,l,l,l,l,m,m,l,m,m
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,h,l,l,m,h
m,h,m,m,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,m,m,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,m,n,l,l,l,l,h,l,l,m,h
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,h,l,l,m,h
m,h,m,m,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,l,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,h,l,l,m,h
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,m
m,h,m,m,n,l,l,l,l,m,l,l,m,h
m,h,m,m,n,l,l,l,l,l,m,l,m,m
m,h,m,l,n,l,l,l,l,l,h,l,m,m
m,h,m,l,n,l,l,l,l,l,l,l,m,m
m,h,m,l,n,l,l,l,l,l,h,l,m,h
m,h,m,l,n,l,l,l,l,l,m,l,m,m
m,h,m,m,n,l,l,l,l,m,h,l,m,h
m,h,m,m,n,m,l,m,l,m,h,m,m,h
m,h,m,l,n,m,l,m,l,l,h,m,m,m
m,h,m,m,n,m,m,m,l,l,l,m,m,m
m,h,m,l,n,m,m,m,l,l,l,m,m,h
m,h,m,m,n,m,m,m,l,l,m,m,m,m
m,h,m,l,n,m,m,m,l,l,l,m,m,m
m,h,m,m,n,m,m,m,m,l,h,m,m,m
m,h,m,m,n,m,m,m,m,l,h,m,m,m
m,h,m,m,n,m,l,m,l,m,h,m,m,h
m,h,m,l,n,m,m,m,m,l,m,m,m,m
m,h,m,l,n,m,m,m,m,l,h,m,m,m
m,h,m,l,n,m,m,m,m,l,h,m,m,h
m,m,m,m,n,m,h,h,m,l,h,h,m,m
m,h,m,l,n,m,m,h,m,l,h,m,m,h
m,m,m,l,n,m,m,h,m,l,h,h,m,m
m,h,m,l,n,m,m,h,m,l,h,m,m,m
m,m,m,m,n,h,h,h,m,l,h,h,m,m
m,h,m,m,n,m,l,m,l,m,l,m,m,h
h,m,m,l,n,h,h,h,m,l,h,h,m,m
h,m,m,l,n,h,h,h,h,l,h,h,m,m
h,m,m,m,n,h,h,h,h,m,h,h,m,m
m,m,m,m,n,h,h,h,h,m,h,h,m,m
m,h,m,m,n,m,m,h,m,m,l,m,m,h
m,m,m,l,n,h,h,h,h,l,h,h,m,h
h,m,m,l,n,h,h,h,m,m,h,h,m,m
h,m,m,m,n,h,h,h,h,m,h,h,m,m
h,m,h,l,n,h,h,h,h,m,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
m,m,m,m,n,h,m,h,m,m,l,h,m,h
h,m,m,l,n,h,h,h,h,m,h,h,m,h
h,m,h,l,n,h,h,h,h,h,l,h,h,h
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,m
m,m,m,m,n,h,h,h,m,m,l,h,m,h
h,m,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,l,n,h,h,h,h,m,l,h,h,m
h,m,h,l,n,h,h,h,h,h,l,h,h,h
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,m,h,h,h,m
h,m,h,m,n,h,h,h,h,m,l,h,m,h
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,m,h,l,n,h,h,h,h,h,l,h,h,h
h,m,h,m,n,h,h,h,h,m,l,h,h,h
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,l,h,h,h
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,m,h,l,n,h,h,h,h,h,l,h,h,h
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,m,n,h,h,h,h,m,l,h,h,h
h,l,h,l,n,h,h,h,h,h,h,h,h,h
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,l,h,m,n,h,h,h,h,h,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,h
h,m,h,l,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,m,h,h,h,h
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,m,h,l,n,h,h,h,h,h,h,h,h,m
h,m,h,l,n,h,h,h,h,h,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,m,h,l,n,h,h,h,h,h,h,h,h,m
h,m,h,m,n,h,h,h,h,h,h,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,h
h,l,h,l,n,h,h,h,h,h,h,h,h,h
h,m,h,m,n,h,h,h,h,m,h,h,h,m
h,m,h,l,n,h,h,h,h,m,h,h,h,m
h,m,h,l,n,h,h,m,h,m,h,h,h,m
h,m,h,l,n,h,h,h,h,m,h,h,h,h
h,m,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,l,m,h,h,h
h,m,h,m,n,m,h,m,h,l,m,h,h,m
h,m,h,m,n,m,h,m,h,l,m,h,h,m
h,m,h,l,n,m,h,m,h,m,h,h,h,h
h,m,h,l,n,m,m,m,h,m,h,h,h,m
h,m,h,l,n,h,h,m,h,m,m,h,h,m
h,m,h,m,n,m,h,m,h,m,m,h,h,m
h,m,h,m,n,m,m,m,m,m,h,m,h,m
h,m,h,l,n,m,m,m,m,m,h,m,h,m
h,m,h,m,n,m,m,m,h,l,m,m,h,m
h,m,h,m,n,m,m,m,h,l,m,m,h,m
h,m,h,l,n,m,m,m,h,m,h,m,h,h
h,m,h,m,n,m,m,m,h,m,m,m,h,m
m,m,h,m,n,m,m,m,m,m,m,m,m,m
m,m,h,m,n,m,m,m,m,m,h,m,m,m
h,m,h,m,n,m,m,m,m,m,m,m,h,m
m,h,h,l,n,m,m,m,m,m,m,m,m,m
m,m,h,l,n,m,m,m,m,m,h,m,m,h
h,m,h,m,n,m,m,m,m,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,h,h,l,n,l,l,l,l,m,m,l,m,m
m,m,h,m,n,l,l,l,l,m,h,m,m,m
m,m,h,m,n,l,l,l,l,m,h,m,m,m
m,m,h,l,n,l,l,l,l,m,h,m,m,h
m,m,m,l,n,l,l,l,l,m,h,m,m,h
m,m,m,l,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,l,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,h,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,l,n,l,l,l,l,m,h,m,m,h
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,l,n,l,l,l,l,m,h,m,m,h
m,h,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,l,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,h
m,m,m,l,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,h
m,m,m,l,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,h,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,h
m,m,m,l,n,l,l,l,l,m,h,m,m,m
m,m,m,l,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,l,m,m
m,m,m,h,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,l,l,l,l,m,h,m,m,h
m,m,m,m,n,l,l,l,l,m,h,m,m,m
m,m,m,m,n,l,l,l,l,m,h,l,m,m
m,m,m,m,n,m,m,m,l,m,h,m,m,m
m,m,m,m,n,m,m,m,l,m,h,m,m,h
m,m,m,m,n,m,m,m,l,m,h,m,m,m
m,m,m,l,n,m,m,m,l,m,h,m,m,m
m,m,m,h,n,m,m,m,l,l,h,m,m,m
m,m,m,m,n,m,m,m,l,l,h,m,m,m
m,m,m,m,n,m,m,m,h,m,h,m,m,m
m,m,m,m,n,m,m,m,h,l,h,m,m,h
m,m,m,h,n,m,m,m,h,l,m,m,m,m
m,m,m,l,n,m,h,m,h,l,h,m,m,m
m,m,m,m,n,m,h,m,h,l,m,m,m,m
m,m,m,m,n,m,m,m,h,l,m,m,m,m
m,m,m,l,n,h,h,m,h,l,h,h,m,m
m,m,h,m,n,h,h,m,h,m,h,h,m,m
m,m,m,m,n,h,h,m,h,l,m,h,m,m
m,m,m,h,n,h,h,m,h,l,m,h,m,m
m,m,m,m,n,h,h,m,h,l,m,h,m,m
m,m,m,m,n,h,h,m,h,l,h,h,m,h
h,l,h,m,n,h,h,m,h,m,h,h,m,m
m,m,m,m,n,h,h,m,h,l,h,h,m,m
m,m,m,h,n,h,h,m,h,l,h,h,m,m
m,m,m,m,n,h,h,m,h,l,h,h,m,h
m,m,m,l,n,h,h,m,h,m,h,h,m,m
m,m,m,m,n,h,h,m,h,m,m,h,m,m
h,l,h,m,n,h,h,m,h,m,h,h,h,m
h,l,h,h,n,h,h,m,h,l,m,h,h,m
m,l,m,m,n,h,h,m,h,m,m,h,m,m
h,l,h,m,n,h,h,m,h,l,h,h,m,h
h,l,m,m,n,h,h,m,h,l,m,h,m,m
h,l,m,l,n,h,h,m,h,m,h,h,m,m
h,l,h,m,n,h,h,h,h,m,m,h,m,m
h,l,h,l,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,m
h,l,h,h,n,h,h,h,h,l,m,h,h,m
h,l,h,m,n,h,h,h,h,l,h,h,h,h
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,h
h,l,h,l,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,h,m,h,h,m
h,l,h,h,n,h,h,h,h,m,m,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,h
h,l,h,m,n,h,h,h,h,h,m,h,h,m
h,l,h,h,n,h,h,h,h,h,h,h,h,m
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,l,m,m,n,h,h,h,h,h,m,h,h,m
h,l,h,m,n,h,h,h,h,h,m,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,l,n,h,h,h,h,h,h,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,h
h,l,h,h,n,h,h,h,h,m,h,h,h,m
h,l,h,h,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,h
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,h,m,h,h,m
h,l,h,l,n,h,h,h,m,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,m,m,h,h,h
h,l,h,m,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,h,m,h,h,m
h,l,h,l,n,h,h,h,h,m,h,h,h,m
h,l,h,m,n,h,h,h,h,h,m,h,h,m
